,Title,Genre,GenreCorrected,GenreListed
19261,Charley Moon,musical,cultural,['cultural']
19262,Checkpoint,drama,drama,['drama']
19263,Cloak Without Dagger,thriller,action,['action']
19264,Dry Rot,comedy,comedy,['comedy']
19265,The Extra Day,comedy/drama,comedy drama,['comedy' 'drama']
19266,Eyewitness,thriller,action,['action']
19267,The Feminine Touch,drama,drama,['drama']
19268,The Gamma People,science-fiction,cultural-fiction,['cultural' 'fiction']
19269,The Green Man,comedy/drama,comedy drama,['comedy' 'drama']
19270,High Terrace,mystery,thriller,['thriller']
19271,A Hill in Korea,korean war,korean action,['action' 'korean']
19272,House of Secrets,crime,action,['action']
19273,The Intimate Stranger,drama,drama,['drama']
19274,It's Great to Be Young,comedy/musical,comedy cultural,['comedy' 'cultural']
19275,It's Never Too Late,comedy,comedy,['comedy']
19276,Jacqueline,drama,drama,['drama']
19277,"Johnny, You're Wanted",crime,action,['action']
19278,Jumping for Joy,comedy,comedy,['comedy']
19279,Keep It Clean,comedy,comedy,['comedy']
19280,The Long Arm,crime,action,['action']
19281,Lost,thriller,action,['action']
19282,The March Hare,comedy,comedy,['comedy']
19283,My Wife's Family,comedy,comedy,['comedy']
19284,Not So Dusty,comedy,comedy,['comedy']
19285,Odongo,african adventure,african action,['action' 'african']
19286,Pacific Destiny,drama,drama,['drama']
19287,Portrait of Alison,crime,action,['action']
19288,Private's Progress,comedy,comedy,['comedy']
19289,Ramsbottom Rides Again,comedy/western,comedy action,['action' 'comedy']
19290,Reach for the Sky,biopic/world war ii,cultural action,['action' 'cultural']
19291,Safari,african adventure,african action,['action' 'african']
19292,Sailor Beware!,comedy,comedy,['comedy']
19293,Satellite in the Sky,science-fiction,cultural-fiction,['cultural' 'fiction']
19294,The Secret Tent,crime,action,['action']
19295,Soho Incident,crime,action,['action']
19296,Stars in Your Eyes,musical,cultural,['cultural']
19297,Tiger in the Smoke,crime,action,['action']
19298,Tons of Trouble,comedy,comedy,['comedy']
19299,A Town Like Alice,romance/drama,romance drama,['drama' 'romance']
19300,Who Done It?,comedy,comedy,['comedy']
19301,Wicked as They Come,crime,action,['action']
19302,Yield to the Night,drama,drama,['drama']
19303,Zarak,adventure,action,['action']
19304,The Abominable Snowman,horror,action,['action']
19305,Account Rendered,mystery,thriller,['thriller']
19306,The Admirable Crichton,comedy,comedy,['comedy']
19307,Barnacle Bill,comedy,comedy,['comedy']
19308,The Barretts of Wimpole Street,drama,drama,['drama']
19309,The Bridge on the River Kwai,world war ii/pow,action pow,['action' 'pow']
19310,Campbell's Kingdom,western,action,['action']
19311,Carry on Admiral,comedy,comedy,['comedy']
19312,The Curse of Frankenstein,horror,action,['action']
19313,Dangerous Exile,historical,cultural,['cultural']
19314,Doctor at Large,comedy,comedy,['comedy']
19315,The End of the Line,crime,action,['action']
19316,Face in the Night,crime,action,['action']
19317,Fortune Is a Woman,crime,action,['action']
19318,High Flight,drama,drama,['drama']
19319,High Tide at Noon,drama,drama,['drama']
19320,Hour of Decision,mystery,thriller,['thriller']
19321,Ill Met by Moonlight,world war ii,action,['action']
19322,Interpol,crime,action,['action']
19323,Just My Luck,sports/comedy,cultural comedy,['comedy' 'cultural']
19324,Kill Me Tomorrow,crime,action,['action']
19325,A King in New York,comedy,comedy,['comedy']
19326,Lady of Vengeance,crime,action,['action']
19327,The Long Haul,drama,drama,['drama']
19328,Lucky Jim,comedy,comedy,['comedy']
19329,Man from Tangier,crime,action,['action']
19330,The Man in the Sky,thriller,action,['action']
19331,The Man Without a Body,horror,action,['action']
19332,Miracle in Soho,romance,romance,['romance']
19333,Morning Call,thriller,action,['action']
19334,The Naked Truth,comedy,comedy,['comedy']
19335,Night of the Demon,horror,action,['action']
19336,No Time for Tears,drama,drama,['drama']
19337,Not Wanted on Voyage,comedy,comedy,['comedy']
19338,The One That Got Away,world war ii,action,['action']
19339,The Passionate Stranger,drama,drama,['drama']
19340,Quatermass 2,science-fiction,cultural-fiction,['cultural' 'fiction']
19341,Robbery Under Arms,crime,action,['action']
19342,Rockets Galore!,comedy,comedy,['comedy']
19343,Sea Wife,thriller,action,['action']
19344,Second Fiddle,comedy,comedy,['comedy']
19345,The Secret Place,drama,drama,['drama']
19346,Seven Thunders,world war ii,action,['action']
19347,The Shiralee,drama,drama,['drama']
19348,The Smallest Show on Earth,comedy,comedy,['comedy']
19349,The Steel Bayonet,world war ii,action,['action']
19350,Suspended Alibi,crime,action,['action']
19351,That Woman Opposite,crime,action,['action']
19352,There's Always a Thursday,crime,action,['action']
19353,These Dangerous Years,comedy,comedy,['comedy']
19354,The Tommy Steele Story,musical,cultural,['cultural']
19355,Town on Trial,mystery,thriller,['thriller']
19356,The Truth About Women,comedy,comedy,['comedy']
19357,The Vicious Circle,thriller,action,['action']
19358,Windom's Way,drama,drama,['drama']
19359,Woman in a Dressing Gown,drama,drama,['drama']
19360,Yangtse Incident: The Story of H.M.S. Amethyst,action,action,['action']
19361,You Pay Your Money,crime,action,['action']
19362,The Adventures of Hal 5,adventure,action,['action']
19363,Bachelor of Hearts,comedy,comedy,['comedy']
19364,The Bank Raiders,crime,action,['action']
19365,Battle of the V-1,world war ii,action,['action']
19366,The Big Money,comedy,comedy,['comedy']
19367,Blind Spot,drama,drama,['drama']
19368,Blood of the Vampire,horror,action,['action']
19369,The Camp on Blood Island,world war ii,action,['action']
19370,Carry On Sergeant,comedy,comedy,['comedy']
19371,Carve Her Name with Pride,world war ii/spy,action action,['action']
19372,Chain of Events,crime drama,action drama,['action' 'drama']
19373,Chase a Crooked Shadow,thriller,action,['action']
19374,Davy,comedy/drama,comedy drama,['comedy' 'drama']
19375,The Diplomatic Corpse,drama,drama,['drama']
19376,The Doctor's Dilemma,comedy/drama,comedy drama,['comedy' 'drama']
19377,Dracula,horror,action,['action']
19378,Dublin Nightmare,crime,action,['action']
19379,The Duke Wore Jeans,comedy,comedy,['comedy']
19380,Dunkirk,world war ii,action,['action']
19381,Floods of Fear,action drama,action drama,['action' 'drama']
19382,Further Up the Creek,comedy,comedy,['comedy']
19383,Gideon's Day,drama,drama,['drama']
19384,Girls at Sea,comedy,comedy,['comedy']
19385,The Golden Disc,musical,cultural,['cultural']
19386,Happy Is the Bride,comedy,comedy,['comedy']
19387,Heart of a Child,drama,drama,['drama']
19388,I Was Monty's Double,world war ii,action,['action']
19389,Ice Cold in Alex,world war ii,action,['action']
19390,Innocent Sinners,drama,drama,['drama']
19391,Intent to Kill,thriller,action,['action']
19392,A Lady Mislaid,comedy,comedy,['comedy']
19393,Law and Disorder,comedy,comedy,['comedy']
19394,Links of Justice,crime,action,['action']
19395,The Man Inside,crime,action,['action']
19396,The Man Upstairs,drama,drama,['drama']
19397,Man with a Gun,crime,action,['action']
19398,Mark of the Phoenix,thriller,action,['action']
19399,Moment of Indiscretion,crime,action,['action']
19400,Next to No Time,comedy,comedy,['comedy']
19401,A Night to Remember,drama,drama,['drama']
19402,No Time to Die,world war ii,action,['action']
19403,Nor the Moon by Night,african drama,african drama,['african' 'drama']
19404,Nowhere to Go,crime,action,['action']
19405,Orders to Kill,world war ii,action,['action']
19406,A Question of Adultery,drama,drama,['drama']
19407,The Revenge of Frankenstein,horror,action,['action']
19408,The Safecracker,crime/world war ii,action action,['action']
19409,Sea of Sand,world war ii,action,['action']
19410,The Sheriff of Fractured Jaw,comedy/western,comedy action,['action' 'comedy']
19411,The Silent Enemy,world war ii,action,['action']
19412,The Snorkel,crime,action,['action']
19413,The Spaniard's Curse,drama,drama,['drama']
19414,Stormy Crossing,mystery,thriller,['thriller']
19415,The Strange World of Planet X,sci-fi,action,['action']
19416,A Tale of Two Cities,literary drama,literary drama,['drama' 'literary']
19417,Tread Softly Stranger,crime,action,['action']
19418,The Trollenberg Terror,science fiction,action,['action']
19419,The Two-Headed Spy,thriller,action,['action']
19420,Up the Creek,comedy,comedy,['comedy']
19421,Violent Playground,drama,drama,['drama']
19422,The Wind Cannot Read,world war ii,action,['action']
19423,A Woman of Mystery,crime,action,['action']
19424,The 39 Steps,thriller,action,['action']
19425,The Bandit of Zhobe,adventure,action,['action']
19426,The Battle of the Sexes,comedy,comedy,['comedy']
19427,"Behemoth, the Sea Monster",sci-fi,action,['action']
19428,Blind Date,crime,action,['action']
19429,Bobbikins,comedy,comedy,['comedy']
19430,The Bridal Path,comedy,comedy,['comedy']
19431,The Captain's Table,comedy,comedy,['comedy']
19432,Carlton-Browne of the F.O.,comedy,comedy,['comedy']
19433,Carry On Nurse,comedy,comedy,['comedy']
19434,Carry On Teacher,comedy,comedy,['comedy']
19435,Crash Drive,drama,drama,['drama']
19436,The Crowning Touch,comedy,comedy,['comedy']
19437,Danger List,drama,drama,['drama']
19438,Danger Within,world war ii,action,['action']
19439,The Desperate Man,crime,action,['action']
19440,Devil's Bait,drama,drama,['drama']
19441,Don't Panic Chaps!,comedy,comedy,['comedy']
19442,Expresso Bongo,musical,cultural,['cultural']
19443,Ferry to Hong Kong,adventure,action,['action']
19444,Floods of Fear,thriller,action,['action']
19445,Follow a Star,comedy/musical,comedy cultural,['comedy' 'cultural']
19446,Friends and Neighbours,comedy,comedy,['comedy']
19447,The Heart of a Man,drama,drama,['drama']
19448,Honeymoon,drama,drama,['drama']
19449,Horrors of the Black Museum,horror,action,['action']
19450,The Hound of the Baskervilles,mystery,thriller,['thriller']
19451,I'm All Right Jack,comedy,comedy,['comedy']
19452,Jack the Ripper,crime,action,['action']
19453,The Lady Is a Square,musical/romance,cultural romance,['cultural' 'romance']
19454,Left Right and Centre,comedy/romance,comedy romance,['comedy' 'romance']
19455,Libel,drama,drama,['drama']
19456,Make Mine a Million,comedy,comedy,['comedy']
19457,The Man Who Could Cheat Death,horror,action,['action']
19458,Model for Murder,crime,action,['action']
19459,The Mouse That Roared,comedy,comedy,['comedy']
19460,The Mummy,horror,action,['action']
19461,The Navy Lark,comedy,comedy,['comedy']
19462,The Night We Dropped a Clanger,comedy,comedy,['comedy']
19463,No Trees in the Street,thriller,action,['action']
19464,North West Frontier,adventure,action,['action']
19465,Operation Amsterdam,world war ii action,action action,['action']
19466,Operation Bullshine,world war ii comedy,action comedy,['action' 'comedy']
19467,Our Man in Havana,spy/comedy,action comedy,['action' 'comedy']
19468,Please Turn Over,comedy,comedy,['comedy']
19469,The Price of Silence,crime,action,['action']
19470,Room at the Top,drama,drama,['drama']
19471,Sapphire,drama,drama,['drama']
19472,Serious Charge,drama,drama,['drama']
19473,The Shakedown,crime,action,['action']
19474,The Siege of Pinchgut,action,action,['action']
19475,The Square Peg,world war ii comedy,action comedy,['action' 'comedy']
19476,Summer of the Seventeenth Doll,comedy/drama,comedy drama,['comedy' 'drama']
19477,Tarzan's Greatest Adventure,african adventure,african action,['action' 'african']
19478,Tiger Bay,crime/thriller,action action,['action']
19479,Too Many Crooks,comedy,comedy,['comedy']
19480,A Touch of Larceny,comedy,comedy,['comedy']
19481,The Treasure of San Teresa,thriller,action,['action']
19482,The Ugly Duckling,comedy,comedy,['comedy']
19483,Upstairs and Downstairs,comedy,comedy,['comedy']
19484,Woman's Temptation,crime,action,['action']
19485,Yesterday's Enemy,world war ii,action,['action']
19486,And the Same to You,comedy,comedy,['comedy']
19487,The Angry Silence,drama,drama,['drama']
19488,Beat Girl,drama,drama,['drama']
19489,Bluebeard's Ten Honeymoons,thriller,action,['action']
19490,The Boy Who Stole a Million,comedy,comedy,['comedy']
19491,The Brides of Dracula,horror,action,['action']
19492,The Bulldog Breed,comedy,comedy,['comedy']
19493,Carry On Constable,comedy,comedy,['comedy']
19494,The Challenge,crime,action,['action']
19495,Circus of Horrors,horror,action,['action']
19496,The City of the Dead,horror,action,['action']
19497,Cone of Silence,drama,drama,['drama']
19498,Conspiracy of Hearts,drama,drama,['drama']
19499,Crossroads to Crime,crime/thriller,action action,['action']
19500,The Day They Robbed the Bank of England,crime,action,['action']
19501,Dentist in the Chair,comedy,comedy,['comedy']
19502,Doctor in Love,comedy,comedy,['comedy']
19503,The Entertainer,drama,drama,['drama']
19504,Escort for Hire,crime,action,['action']
19505,Faces in the Dark,crime drama,action drama,['action' 'drama']
19506,Feet of Clay,crime,action,['action']
19507,The Flesh and the Fiends,horror,action,['action']
19508,A French Mistress,comedy,comedy,['comedy']
19509,The Full Treatment,drama,drama,['drama']
19510,Hand in Hand,family,child,['child']
19511,Hell Is a City,crime drama,action drama,['action' 'drama']
19512,His and Hers,comedy,comedy,['comedy']
19513,The House in Marsh Road,thriller,action,['action']
19514,Identity Unknown,drama,drama,['drama']
19515,In the Nick,comedy,comedy,['comedy']
19516,Jazz Boat,musical/comedy,cultural comedy,['comedy' 'cultural']
19517,Kidnapped,adventure,action,['action']
19518,The League of Gentlemen,crime,action,['action']
19519,Light Up the Sky!,comedy,comedy,['comedy']
19520,Linda,teen drama,teen drama,['drama' 'teen']
19521,Make Mine Mink,comedy,comedy,['comedy']
19522,Man in the Moon,comedy,comedy,['comedy']
19523,The Millionairess,comedy,comedy,['comedy']
19524,Never Let Go,crime drama,action drama,['action' 'drama']
19525,Night Train for Inverness,drama,drama,['drama']
19526,No Kidding,comedy,comedy,['comedy']
19527,Peeping Tom,thriller,action,['action']
19528,Piccadilly Third Stop,thriller,action,['action']
19529,The Pure Hell of St Trinian's,comedy,comedy,['comedy']
19530,Saturday Night and Sunday Morning,drama,drama,['drama']
19531,School for Scoundrels,comedy,comedy,['comedy']
19532,Sink the Bismarck!,world war ii drama,action drama,['action' 'drama']
19533,Sons and Lovers,drama,drama,['drama']
19534,The Stranglers of Bombay,action,action,['action']
19535,Sword of Sherwood Forest,adventure,action,['action']
19536,The Tell-Tale Heart,horror,action,['action']
19537,Too Young to Love,drama,drama,['drama']
19538,Trouble with Eve,crime,action,['action']
19539,Tunes of Glory,drama,drama,['drama']
19540,The Two Faces of Dr. Jekyll,horror,action,['action']
19541,Two-Way Stretch,comedy,comedy,['comedy']
19542,Urge to Kill,crime,action,['action']
19543,Village of the Damned,sci-fi,action,['action']
19544,Bomb in the High Street,drama,drama,['drama']
19545,Carry On Regardless,comedy,comedy,['comedy']
19546,Cash on Demand,thriller,action,['action']
19547,The Curse of the Werewolf,horror,action,['action']
19548,The Day the Earth Caught Fire,sci-fi,action,['action']
19549,Double Bunk,comedy,comedy,['comedy']
19550,The Girl on the Boat,comedy,comedy,['comedy']
19551,Gorgo,sci-fi,action,['action']
19552,The Greengage Summer,drama,drama,['drama']
19553,The Guns of Navarone,world war ii,action,['action']
19554,The Hellions,adventure,action,['action']
19555,Highway to Battle,drama,drama,['drama']
19556,House of Mystery,horror,action,['action']
19557,The Impersonator,mystery,thriller,['thriller']
19558,The Innocents,horror,action,['action']
19559,Invasion Quartet,comedy,comedy,['comedy']
19560,Jungle Street,crime,action,['action']
19561,The Long and the Short and the Tall,world war ii,action,['action']
19562,Lunch Hour,comedy,comedy,['comedy']
19563,The Man in the Back Seat,crime,action,['action']
19564,Mr. Topaze,comedy,comedy,['comedy']
19565,"Murder, She Said",mystery,thriller,['thriller']
19566,The Night We Got the Bird,comedy,comedy,['comedy']
19567,Night Without Pity,crime,action,['action']
19568,No Love for Johnnie,drama,drama,['drama']
19569,No My Darling Daughter,comedy,comedy,['comedy']
19570,Nothing Barred,comedy,comedy,['comedy']
19571,On the Fiddle,comedy/action,comedy action,['action' 'comedy']
19572,Out of the Shadow,thriller,action,['action']
19573,Part-Time Wife,comedy,comedy,['comedy']
19574,Payroll,crime,action,['action']
19575,Pit of Darkness,thriller,action,['action']
19576,The Queen's Guards,drama,drama,['drama']
19577,Rag Doll,crime,action,['action']
19578,The Rebel,comedy,comedy,['comedy']
19579,Return of a Stranger,thriller,action,['action']
19580,The Roman Spring of Mrs. Stone,drama,drama,['drama']
19581,Savage Guns,western,action,['action']
19582,Seven Keys,crime,action,['action']
19583,The Shadow of the Cat,horror,action,['action']
19584,The Singer Not the Song,western,action,['action']
19585,The Snake Woman,horror,action,['action']
19586,Spare the Rod,drama,drama,['drama']
19587,Strip Tease Murder,crime,action,['action']
19588,Taste of Fear,thriller,action,['action']
19589,A Taste of Honey,drama,drama,['drama']
19590,The Third Alibi,thriller,action,['action']
19591,"Two Living, One Dead",thriller,action,['action']
19592,The Unstoppable Man,drama,drama,['drama']
19593,Very Important Person,comedy,comedy,['comedy']
19594,Victim,drama,drama,['drama']
19595,A Weekend with Lulu,comedy,comedy,['comedy']
19596,What a Carve Up!,comedy,comedy,['comedy']
19597,What a Whopper,comedy,comedy,['comedy']
19598,Whistle Down the Wind,drama,drama,['drama']
19599,The Wind of Change,drama,drama,['drama']
19600,The Young Ones,musical,cultural,['cultural']
19601,All Night Long,drama/music,drama cultural,['cultural' 'drama']
19602,Ambush in Leopard Street,crime,action,['action']
19603,The Amorous Prawn,comedy,comedy,['comedy']
19604,Billy Budd,drama,drama,['drama']
19605,The Boys,crime,action,['action']
19606,The Cabinet of Caligari,drama,drama,['drama']
19607,Captain Clegg,horror,action,['action']
19608,Carry On Cruising,comedy,comedy,['comedy']
19609,Crooks Anonymous,comedy,comedy,['comedy']
19610,Crosstrap,crime,action,['action']
19611,The Day of the Triffids,sci-fi,action,['action']
19612,The Devil's Agent,drama,drama,['drama']
19613,Dr. No,spy/action,action action,['action']
19614,The Fast Lady,comedy,comedy,['comedy']
19615,Fate Takes a Hand,drama,drama,['drama']
19616,The Fur Collar,thriller,action,['action']
19617,Go to Blazes,comedy,comedy,['comedy']
19618,The Golden Rabbit,comedy,comedy,['comedy']
19619,Guns of Darkness,drama,drama,['drama']
19620,H.M.S. Defiant,drama,drama,['drama']
19621,In the Doghouse,comedy,comedy,['comedy']
19622,The Iron Maiden,comedy,comedy,['comedy']
19623,"It's Trad, Dad!",musical,cultural,['cultural']
19624,Jigsaw,crime,action,['action']
19625,A Kind of Loving,drama,drama,['drama']
19626,Life for Ruth,drama,drama,['drama']
19627,The Loneliness of the Long Distance Runner,drama,drama,['drama']
19628,Mix Me a Person,crime/drama,action drama,['action' 'drama']
19629,Mrs. Gibbons' Boys,comedy,comedy,['comedy']
19630,Night of the Eagle,horror,action,['action']
19631,On the Beat,comedy,comedy,['comedy']
19632,Operation Snatch,comedy,comedy,['comedy']
19633,Our Man in the Caribbean,action,action,['action']
19634,The Painted Smile,thriller,action,['action']
19635,A Pair of Briefs,comedy,comedy,['comedy']
19636,The Password Is Courage,world war ii,action,['action']
19637,The Phantom of the Opera,horror,action,['action']
19638,The Playboy of the Western World,comedy,comedy,['comedy']
19639,Postman's Knock,comedy,comedy,['comedy']
19640,Private Potter,drama,drama,['drama']
19641,A Prize of Arms,crime,action,['action']
19642,The Quare Fellow,drama,drama,['drama']
19643,Reach for Glory,drama,drama,['drama']
19644,Serena,crime,action,['action']
19645,She Knows Y'Know,comedy,comedy,['comedy']
19646,She'll Have to Go,comedy,comedy,['comedy']
19647,Solo for Sparrow,crime,action,['action']
19648,Tarnished Heroes,war,action,['action']
19649,Term of Trial,drama,drama,['drama']
19650,Tiara Tahiti,comedy/drama,comedy drama,['comedy' 'drama']
19651,Trial and Error,comedy,comedy,['comedy']
19652,The Valiant,war,action,['action']
19653,The Very Edge,drama,drama,['drama']
19654,Village of Daughters,comedy,comedy,['comedy']
19655,The Waltz of the Toreadors,comedy,comedy,['comedy']
19656,We Joined the Navy,comedy,comedy,['comedy']
19657,What Every Woman Wants,comedy,comedy,['comedy']
19658,The Wild and the Willing,drama,drama,['drama']
19659,"80,000 Suspects",drama,drama,['drama']
19660,Billy Liar,drama,drama,['drama']
19661,Bitter Harvest,drama,drama,['drama']
19662,Blind Corner,thriller,action,['action']
19663,Carry On Cabby,comedy,comedy,['comedy']
19664,Carry On Jack,comedy,comedy,['comedy']
19665,Children of the Damned,horror,action,['action']
19666,Cleopatra,drama,drama,['drama']
19667,The Cracksman,comedy,comedy,['comedy']
19668,The Damned,sci-fi,action,['action']
19669,Death Drums Along the River,adventure,action,['action']
19670,Doctor in Distress,comedy,comedy,['comedy']
19671,Father Came Too!,comedy,comedy,['comedy']
19672,From Russia with Love,spy/action,action action,['action']
19673,Girl in the Headlines,detective,detective,['detective']
19674,Heavens Above!,comedy,comedy,['comedy']
19675,The Hi-Jackers,crime,action,['action']
19676,The Horror of It All,comedy/horror,comedy action,['action' 'comedy']
19677,Impact,thriller,action,['action']
19678,Incident at Midnight,crime,action,['action']
19679,The Informers,crime,action,['action']
19680,The Kiss of the Vampire,horror,action,['action']
19681,Ladies Who Do,comedy,comedy,['comedy']
19682,Lord of the Flies,drama,drama,['drama']
19683,The Man Who Finally Died,thriller,action,['action']
19684,The Marked One,crime,action,['action']
19685,The Mouse on the Moon,comedy,comedy,['comedy']
19686,Murder at the Gallop,mystery,thriller,['thriller']
19687,Mystery Submarine,action,action,['action']
19688,A Place to Go,crime,action,['action']
19689,The Punch and Judy Man,comedy,comedy,['comedy']
19690,The Running Man,drama,drama,['drama']
19691,Sammy Going South,drama,drama,['drama']
19692,The Scarlet Blade,adventure,action,['action']
19693,The Servant,drama,drama,['drama']
19694,Siege of the Saxons,adventure,action,['action']
19695,Sparrows Can't Sing,comedy,comedy,['comedy']
19696,A Stitch in Time,comedy,comedy,['comedy']
19697,Summer Holiday,musical,cultural,['cultural']
19698,The Switch,crime,action,['action']
19699,Tamahine,comedy,comedy,['comedy']
19700,This Sporting Life,drama,drama,['drama']
19701,Tom Jones,comedy,comedy,['comedy']
19702,Two Left Feet,comedy,comedy,['comedy']
19703,The Very Edge,drama,drama,['drama']
19704,West 11,crime,action,['action']
19705,The World Ten Times Over,drama,drama,['drama']
19706,The Wrong Arm of the Law,comedy,comedy,['comedy']
19707,The 7th Dawn,adventure,action,['action']
19708,The Bargee,comedy,comedy,['comedy']
19709,The Beauty Jungle,comedy/drama,comedy drama,['comedy' 'drama']
19710,The Black Torment,horror,action,['action']
19711,Carry On Cleo,comedy,comedy,['comedy']
19712,Carry On Spying,comedy,comedy,['comedy']
19713,The Chalk Garden,drama,drama,['drama']
19714,Coast of Skeletons,adventure,action,['action']
19715,The Comedy Man,drama,drama,['drama']
19716,The Curse of the Mummy's Tomb,horror,action,['action']
19717,The Devil-Ship Pirates,adventure,action,['action']
19718,Dr. Strangelove,black comedy,black comedy,['black' 'comedy']
19719,The Earth Dies Screaming,sci-fi,action,['action']
19720,East of Sudan,adventure,action,['action']
19721,The Evil of Frankenstein,horror,action,['action']
19722,First Men in the Moon,sci-fi/fantasy,action fantasy,['action' 'fantasy']
19723,French Dressing,comedy,comedy,['comedy']
19724,Girl with Green Eyes,drama,drama,['drama']
19725,Goldfinger,spy/action,action action,['action']
19726,The Gorgon,horror,action,['action']
19727,Guns at Batasi,drama,drama,['drama']
19728,A Hard Day's Night,musical/comedy,cultural comedy,['comedy' 'cultural']
19729,Hide and Seek,action,action,['action']
19730,The High Bright Sun,thriller,action,['action']
19731,Hot Enough for June,comedy,comedy,['comedy']
19732,King & Country,drama,drama,['drama']
19733,The Leather Boys,drama,drama,['drama']
19734,The Long Ships,adventure,action,['action']
19735,Master Spy,espionage,action,['action']
19736,Mister Moses,comedy/adventure,comedy action,['action' 'comedy']
19737,Murder Ahoy!,mystery,thriller,['thriller']
19738,Murder Most Foul,mystery,thriller,['thriller']
19739,Never Put It in Writing,comedy,comedy,['comedy']
19740,Night Train to Paris,thriller,action,['action']
19741,Nightmare,thriller,action,['action']
19742,Nothing But the Best,comedy,comedy,['comedy']
19743,Of Human Bondage,drama,drama,['drama']
19744,One Way Pendulum,comedy,comedy,['comedy']
19745,The Pumpkin Eater,drama,drama,['drama']
19746,Ring of Spies,spy,action,['action']
19747,The Scarlet Blade,action,action,['action']
19748,Séance on a Wet Afternoon,crime/drama,action drama,['action' 'drama']
19749,Smokescreen,crime/drama,action drama,['action' 'drama']
19750,This Is My Street,drama,drama,['drama']
19751,Tomorrow at Ten,thriller,action,['action']
19752,We Shall See,drama,drama,['drama']
19753,Witchcraft,horror,action,['action']
19754,Woman of Straw,mystery,thriller,['thriller']
19755,Wonderful Life,musical,cultural,['cultural']
19756,The Yellow Rolls-Royce,drama,drama,['drama']
19757,Zorba the Greek,adventure,action,['action']
19758,Zulu,historical,cultural,['cultural']
19759,The Alphabet Murders,mystery,thriller,['thriller']
19760,The Big Job,comedy,comedy,['comedy']
19761,The Brigand of Kandahar,colonial adventure,colonial action,['action' 'colonial']
19762,Bunny Lake Is Missing,mystery/thriller,thriller action,['action' 'thriller']
19763,Carry On Cowboy,comedy,comedy,['comedy']
19764,Catacombs,horror,action,['action']
19765,Catch Us If You Can,drama/comedy,drama comedy,['comedy' 'drama']
19766,Cup Fever,sports/family,cultural child,['child' 'cultural']
19767,Curse of the Fly,horror,action,['action']
19768,Curse of Simba,horror,action,['action']
19769,Darling,drama,drama,['drama']
19770,Devils of Darkness,horror,action,['action']
19771,Dr. Who and the Daleks,science fiction,action,['action']
19772,The Face of Fu Manchu,thriller,action,['action']
19773,Four in the Morning,drama,drama,['drama']
19774,Gonks Go Beat,sci-fi/musical,action cultural,['action' 'cultural']
19775,The High Bright Sun,adventure drama,action drama,['action' 'drama']
19776,A High Wind in Jamaica,adventure,action,['action']
19777,Hysteria,thriller,action,['action']
19778,The Intelligence Men,spy comedy,action comedy,['action' 'comedy']
19779,The Ipcress File,spy/thriller,action action,['action']
19780,The Knack …and How to Get It,comedy,comedy,['comedy']
19781,Lady L,comedy,comedy,['comedy']
19782,Licensed to Kill,spy comedy/thriller,action comedy action,['action' 'comedy']
19783,The Liquidator,spy comedy thriller,action comedy action,['action' 'comedy']
19784,The Little Ones,family,child,['child']
19785,Lord Jim,drama/adventure,drama action,['action' 'drama']
19786,Mozambique,drama,drama,['drama']
19787,The Murder Game,crime,action,['action']
19788,The Night Caller,horror,action,['action']
19789,Operation Crossbow,spy/thriller,action action,['action']
19790,The Pleasure Girls,drama,drama,['drama']
19791,Repulsion,thriller,action,['action']
19792,Return from the Ashes,thriller,action,['action']
19793,Shakespeare-Wallah,drama,drama,['drama']
19794,She,adventure,action,['action']
19795,The Skull,horror,action,['action']
19796,Spaceflight IC-1,sci-fi,action,['action']
19797,A Study in Terror,mystery,thriller,['thriller']
19798,Ten Little Indians,mystery,thriller,['thriller']
19799,Those Magnificent Men in their Flying Machines,comedy,comedy,['comedy']
19800,Three Hats for Lisa,musical,cultural,['cultural']
19801,Thunderball,spy/action/james bond,action action james bond,['action' 'bond' 'james']
19802,Up Jumped a Swagman,comedy/musical,comedy cultural,['comedy' 'cultural']
19803,Where the Spies Are,spy thriller,action action,['action']
19804,You Must Be Joking!,comedy,comedy,['comedy']
19805,Young Cassidy,drama,drama,['drama']
19806,After the Fox,comedy,comedy,['comedy']
19807,Alfie,comedy,comedy,['comedy']
19808,Blowup,mystery,thriller,['thriller']
19809,The Blue Max,world war i drama,action drama,['action' 'drama']
19810,Born Free,biopic,cultural,['cultural']
19811,The Brides of Fu Manchu,thriller,action,['action']
19812,Carry On Screaming!,comedy,comedy,['comedy']
19813,Cul-de-sac,thriller,action,['action']
19814,Daleks – Invasion Earth: 2150 A.D.,sci-fi,action,['action']
19815,The Deadly Affair,spy,action,['action']
19816,The Deadly Bees,horror,action,['action']
19817,Death Is a Woman,mystery,thriller,['thriller']
19818,"Don't Look Now, We're Being Shot At",war-comedy,action-comedy,['action' 'comedy']
19819,Don't Lose Your Head,comedy,comedy,['comedy']
19820,Dracula: Prince of Darkness,horror,action,['action']
19821,Eye of the Devil,horror,action,['action']
19822,Fahrenheit 451,futuristic drama,futuristic drama,['drama' 'futuristic']
19823,The Family Way,drama,drama,['drama']
19824,The Fighting Prince of Donegal,adventure,action,['action']
19825,Finders Keepers,musical,cultural,['cultural']
19826,Funeral In Berlin,spy thriller,action action,['action']
19827,Georgy Girl,drama,drama,['drama']
19828,The Great St Trinian's Train Robbery,comedy,comedy,['comedy']
